Gorod_PP_sokr;Город_ПП;ID;Год_Поступления;КодФакультета;Город_УЗ;Тип_УЗ;Пол;Основания;Изучаемый_Язык;Страна_ПП;Регион_ПП;Общежитие;Страна_Родители;Село;Иностранец;ЕГЭ;Общий балл;Тип паузы после УЗ;Месяц рождения;Наличие_Матери;Наличие_Отца;Статус;Код_группы;God_GR;Vozrast_to_VUS;Количество поступавших из города
Барнаул;Барнаул;75212;2016;51.0;Барнаул;ФГБОУ ВО;Муж;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;70;поступил сразу;05;1;1.0;3;17587;1994;22.0833333333333;6861
Барнаул;Барнаул;65368;2014;51.0;Барнаул;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;45;поступил сразу;01;0;0.0;3;14200;1996;18.4166666666667;6861
Барнаул;Барнаул;45682;2012;28.0;не указано;не указано;Муж;ОО;нет данных;Россия;Алтайский край;1;Россия;0.0;0.0;1;85;нет данных об обучении до ВУЗа;09;1;1.0;4;14894;1994;17.8333333333333;6861
Усть;Усть;72246;2015;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;80;поступил сразу;02;0;0.0;3;18870;1993;22.3333333333333;156
Волчиха;Волчиха;86573;2018;34.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;73;три года;10;1;1.0;3;21208;1994;23.75;45
Новые;Новые;68943;2014;25.0;Алтайский Край;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;45;два года;07;0;0.0;3;17126;1993;21;13
Барнаул;Барнаул;65332;2014;51.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;51;поступил сразу;01;0;0.0;4;18193;1997;17.5;6861
Новоалтайск;Новоалтайск;76951;2016;41.0;Новоалтайск;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;57.99;поступил сразу;03;1;1.0;4;18723;1998;18.3333333333333;398
Николаевка;Николаевка;70391;2015;31.0;Алтайский Край;средняя школа;Жен;БН;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;67;поступил сразу;07;0;0.0;4;20945;1997;18;16
Барнаул;Барнаул;51184;2013;35.0;Бийск;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;53;поступил сразу;07;0;0.0;4;18162;1995;18;6861
Барнаул;Барнаул;49592;2013;25.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;44;поступил сразу;02;0;0.0;4;16854;1996;17.4166666666667;6861
Алтайское;Алтайское;67637;2014;41.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;70.575;поступил сразу;08;0;0.0;4;15536;1996;17.9166666666667;48
Барнаул;Барнаул;88304;2018;26.0;Москва;ФГБОУ ВПО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;45;от 5 до 10 лет;05;1;1.0;3;21154;1983;35.0833333333333;6861
Барнаул;Барнаул;50011;2013;34.0;иное;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;62;поступил сразу;07;0;0.0;4;16899;1995;18;6861
Барнаул;Барнаул;71805;2015;26.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;56;поступил сразу;07;0;0.0;3;16014;1997;18;6861
Барнаул;Барнаул;70041;2015;40.0;Барнаул;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;поступил сразу;10;0;0.0;4;20621;1997;17.75;6861
Бийск;Бийск;69933;2015;40.0;Бийск;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;48;поступил сразу;08;0;0.0;4;22168;1997;17.9166666666667;540
неизвестно;неизвестно;52902;2013;51.0;иное;средняя школа;Муж;СН;Английский язык;Казахстан;не указано;1;Казахстан;0.0;0.0;1;48;поступил сразу;12;0;0.0;3;16948;1995;17.5833333333333;490
Славгород;Славгород;69661;2015;27.0;Алтайский Край;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;58;три года;02;0;0.0;3;18380;1994;21.4166666666667;129
Алтайское;Алтайское;54854;2013;36.0;не указано;не указано;Жен;СН;нет данных;Россия;Алтайский край;0;Россия;1.0;0.0;1;55;нет данных об обучении до ВУЗа;10;1;1.0;4;16921;1995;17.75;48
Семей;Семей;70418;2015;31.0;Казахстан;средняя школа;Жен;БН;Английский язык;Казахстан;Казахстан;1;Россия;0.0;0.0;1;86;один год;09;0;0.0;4;19419;1996;18.8333333333333;92
Барнаул;Барнаул;74565;2016;25.0;Барнаул;ФГБОУ ВО;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;41;поступил сразу;03;1;1.0;4;20633;1997;19.3333333333333;6861
Барнаул;Барнаул;71964;2015;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;58;поступил сразу;04;0;0.0;4;18319;1993;22.25;6861
Барнаул;Барнаул;85910;2018;41.0;Алтайский Край;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;54;два года;09;1;1.0;3;22270;1998;19.8333333333333;6861
Барнаул;Барнаул;65638;2014;34.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;поступил сразу;04;0;0.0;3;14146;1991;23.25;6861
Барнаул;Барнаул;84228;2017;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;свыше 10 лет;09;1;1.0;3;20006;1979;37.8333333333333;6861
Барнаул;Барнаул;76068;2016;26.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;62;поступил сразу;04;1;1.0;4;20648;1998;18.25;6861
Барнаул;Барнаул;70671;2015;35.0;Алтайский Край;средняя школа;Жен;БН;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;71;поступил сразу;03;0;0.0;4;19754;1998;17.3333333333333;6861
малое поселение;Урюпино;75140;2016;34.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;89;поступил сразу;09;1;1.0;4;18596;1994;21.8333333333333;2
Барнаул;Барнаул;70035;2015;40.0;Алтайский Край;средняя школа;Жен;ДН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;54;поступил сразу;08;0;0.0;4;20610;1997;17.9166666666667;6861
Барнаул;Барнаул;68136;2014;26.0;Барнаул;техникум;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;52;поступил сразу;03;0;0.0;4;18225;1995;19.3333333333333;6861
Бийск;Бийск;77501;2016;26.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;97;поступил сразу;11;1;1.0;4;18526;1994;21.6666666666667;540
Барнаул;Барнаул;82525;2017;31.0;Барнаул;ФГБОУ ВО;Жен;БН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;88;поступил сразу;09;1;1.0;4;19817;1995;21.8333333333333;6861
Павловск;Павловск;77511;2016;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;55;поступил сразу;07;1;1.0;4;18526;1994;22;70
Барнаул;Барнаул;72217;2015;24.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;95;поступил сразу;08;0;0.0;3;18529;1991;23.9166666666667;6861
Бийск;Бийск;67925;2014;30.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;89;поступил сразу;07;0;0.0;3;14239;1992;22;540
Барнаул;Барнаул;85920;2018;41.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;75;один год;05;1;1.0;3;21223;1999;19.1666666666667;6861
малое поселение;Ельцовка;57547;2012;41.0;иное;средняя школа;Муж;БН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;44;поступил сразу;05;1;1.0;3;12135;1994;18.1666666666667;4
Красный;Красный;72824;2015;41.0;Алтайский Край;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;0;75;поступил сразу;07;0;0.0;3;16025;1999;16;18
Бийск;Бийск;69045;2014;48.0;Бийск;средняя школа;Муж;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;63;поступил сразу;03;0;0.0;3;14489;1997;17.3333333333333;540
Барнаул;Барнаул;65888;2014;24.0;Барнаул;ФГБОУ ВО;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;99;поступил сразу;02;0;0.0;4;15448;1992;22.4166666666667;6861
Староалейское;Староалейское;77254;2016;41.0;Алтайский Край;средняя школа;Жен;БН;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;66;поступил сразу;10;1;1.0;4;19684;1998;17.75;21
малое поселение;Тамбовский;82450;2017;41.0;Алтайский Край;средняя школа;Жен;БН;Немецкий язык;Россия;Алтайский край;1;Россия;0.0;0.0;0;72;поступил сразу;12;1;1.0;4;20101;1999;17.5833333333333;5
Барнаул;Барнаул;76055;2016;26.0;Казахстан;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;0;64.995;один год;02;1;1.0;3;20908;1997;19.4166666666667;6861
Павловск;Павловск;47552;2012;34.0;иное;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;67;поступил сразу;11;1;1.0;4;14980;1994;17.6666666666667;70
Ларичиха;Ларичиха;82414;2017;41.0;Алтайский Край;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;64.68;поступил сразу;07;1;1.0;4;20101;1999;18;8
Красный;Красный;86788;2018;31.0;Барнаул;ФГБОУ ВО;Жен;БН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;84;поступил сразу;03;1;1.0;4;21102;1997;21.3333333333333;18
Бийск;Бийск;49257;2013;27.0;Бийск;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;49;поступил сразу;08;0;0.0;3;13023;1995;17.9166666666667;540
Жезкент;Жезкент;48819;2012;31.0;не указано;не указано;Жен;ОО;нет данных;Казахстан;Казахстан;0;Казахстан;0.0;1.0;1;61;нет данных об обучении до ВУЗа;08;1;1.0;4;15622;1994;17.9166666666667;10
Барнаул;Барнаул;49295;2013;27.0;Алтайский Край;средняя школа;Муж;ОО;Немецкий язык;Россия;Алтайский край;1;Россия;0.0;1.0;1;67;один год;01;0;0.0;4;16837;1994;19.5;6861
Барнаул;Барнаул;75640;2016;40.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;66;поступил сразу;12;1;1.0;3;18666;1998;17.5833333333333;6861
Барнаул;Барнаул;71387;2015;34.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;67;поступил сразу;12;0;0.0;3;17264;1992;22.5833333333333;6861
Мирный;Мирный;76229;2016;26.0;Алтайский Край;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;56;поступил сразу;03;1;1.0;4;20657;1999;17.3333333333333;9
Барнаул;Барнаул;90353;2019;34.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;85;поступил сразу;05;0;0.0;-1;22070;1997;22.1666666666667;6861
Барнаул;Барнаул;75581;2016;30.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;85;поступил сразу;11;1;1.0;4;18659;1994;21.6666666666667;6861
малое поселение;Подгорное;69928;2015;40.0;Горно-Алтайск;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;57;поступил сразу;04;0;0.0;3;22168;1997;18.25;3
Семей;Семей;65249;2014;34.0;Казахстан;Колледж;Жен;ОО;Английский язык;Казахстан;Казахстан;1;Казахстан;0.0;1.0;1;71;один год;08;0;0.0;3;14149;1993;20.9166666666667;92
Новичиха;Новичиха;74708;2016;51.0;Алтайский Край;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;67;поступил сразу;01;1;1.0;4;20663;1998;18.4166666666667;18
Барнаул;Барнаул;55456;2013;26.0;Алтайский Край;средняя школа;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;67;поступил сразу;12;0;0.0;4;17117;1995;17.5833333333333;6861
Рубцовск;Рубцовск;49929;2013;25.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;47;поступил сразу;02;0;0.0;4;16863;1995;18.3333333333333;190
Барнаул;Барнаул;81808;2017;41.0;Барнаул;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;59.115;поступил сразу;06;1;1.0;4;20933;2001;16.0833333333333;6861
Павловск;Павловск;49178;2012;26.0;иное;Колледж;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;39;поступил сразу;07;1;1.0;4;14822;1993;19;70
Риддер;Риддер;70796;2015;40.0;Казахстан;средняя школа;Жен;ДН;Английский язык;Казахстан;Казахстан;1;Казахстан;0.0;1.0;1;60;поступил сразу;06;0;0.0;4;20610;1997;18.0833333333333;44
Барнаул;Барнаул;72811;2015;41.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;71.835;один год;10;0;0.0;4;18414;1998;16.75;6861
Барнаул;Барнаул;75497;2016;31.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;93;поступил сразу;02;1;1.0;4;18637;1995;21.4166666666667;6861
малое поселение;Хабарский;53226;2012;26.0;не указано;не указано;Жен;СН;Английский язык;Россия;Алтайский край;0;не указана;0.0;0.0;1;40;нет данных об обучении до ВУЗа;06;1;1.0;3;12429;1985;27.0833333333333;1
Барнаул;Барнаул;77904;2016;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;45;поступил сразу;04;1;1.0;3;20018;1994;22.25;6861
Барнаул;Барнаул;66218;2014;25.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;57;поступил сразу;07;0;0.0;4;17028;1995;18.9166666666667;6861
Славгород;Славгород;58860;2012;25.0;Славгород;техникум;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;75;свыше 10 лет;10;1;1.0;4;16133;1975;36.75;129
Турочак;Турочак;49958;2013;34.0;Алтайский Край;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;47;поступил сразу;07;1;0.0;4;16990;1995;17.9166666666667;16
Шэньян;Шэньян;78852;2016;51.0;Китай;средняя школа;Жен;СН;Английский язык;Китай;Ляонин провинция;1;Китай;0.0;1.0;1;42;два года;10;1;1.0;3;17766;1996;19.75;9
Барнаул;Барнаул;67778;2014;51.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;75;поступил сразу;04;0;0.0;4;17097;1991;23.25;6861
Барнаул;Барнаул;72921;2015;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;89;поступил сразу;04;0;0.0;4;17218;1994;21.25;6861
Бийск;Бийск;71473;2016;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;43;один год;06;0;0.0;4;19440;1995;21;540
Павловск;Павловск;72682;2015;41.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;64.005;поступил сразу;12;0;0.0;4;18430;1997;17.5833333333333;70
Новоалтайск;Новоалтайск;65109;2014;27.0;Барнаул;Колледж;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;65;один год;12;0;0.0;3;18150;1991;22.5833333333333;398
Барнаул;Барнаул;72488;2015;41.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;45;свыше 10 лет;01;0;0.0;4;17434;1975;40.4166666666667;6861
Барнаул;Барнаул;71676;2015;26.0;Горно-Алтайск;Лицей;Жен;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;70;поступил сразу;05;0;0.0;4;19699;1998;17.1666666666667;6861
неизвестно;неизвестно;48546;2012;24.0;не указано;не указано;Жен;ОО;нет данных;Россия;не указано;0;Россия;0.0;0.0;1;81;нет данных об обучении до ВУЗа;11;1;1.0;4;14663;1994;17.6666666666667;490
Барнаул;Барнаул;51433;2012;26.0;не указано;не указано;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;49;нет данных об обучении до ВУЗа;08;1;1.0;3;13055;1995;16.9166666666667;6861
Барнаул;Барнаул;65125;2014;34.0;Казахстан;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Казахстан;1.0;1.0;1;70;поступил сразу;08;0;0.0;4;18186;1996;17.8333333333333;6861
Барнаул;Барнаул;69638;2015;27.0;Барнаул;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;40;поступил сразу;06;0;0.0;4;19488;1997;18.0833333333333;6861
малое поселение;Ключики;66370;2014;25.0;Алтайский Край;Колледж;Жен;БН;Немецкий язык;Россия;Новосибирская обл;1;Россия;1.0;0.0;1;70;поступил сразу;01;0;0.0;3;14270;1994;20.5;1
малое поселение;Ош;76254;2016;28.0;Кыргызстан;средняя школа;Муж;ОО;Английский язык;Кыргызстан;Ошская область;1;Кыргызстан;0.0;1.0;1;63;поступил сразу;11;1;1.0;3;20996;1998;17.6666666666667;3
Барнаул;Барнаул;78383;2014;26.0;не указано;не указано;Муж;СН;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;80;нет данных об обучении до ВУЗа;06;1;1.0;4;18441;1996;18.0833333333333;6861
малое поселение;Буян;59554;2012;47.0;Барнаул;ФГБОУ ВО;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;54;поступил сразу;03;1;1.0;4;15228;1992;20.3333333333333;2
Новоалтайск;Новоалтайск;68510;2014;25.0;Новоалтайск;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;40;один год;07;0;0.0;4;18268;1995;19;398
Бийск;Бийск;65271;2014;34.0;Бийск;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;55;поступил сразу;06;0;0.0;3;18553;1996;18;540
малое поселение;Мыски;74481;2016;27.0;иное;средняя школа;Жен;СН;Английский язык;Россия;Кемеровская область;0;Россия;0.0;0.0;1;49;поступил сразу;10;1;1.0;3;17528;1998;17.75;5
Барнаул;Барнаул;81394;2017;51.0;Барнаул;ФГБОУ ВО;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;70;поступил сразу;03;1;1.0;4;19915;1996;21.3333333333333;6861
Камень;Камень;49514;2013;36.0;иное;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;не указана;0.0;0.0;1;61;поступил сразу;02;1;1.0;4;18165;1995;18.4166666666667;181
Кулунда;Кулунда;67382;2014;41.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;0;74.115;поступил сразу;07;0;0.0;4;17071;1998;16;31
Барнаул;Барнаул;55635;2013;26.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;46;поступил сразу;10;0;0.0;4;18444;1995;17.75;6861
Барнаул;Барнаул;81227;2017;34.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;66;поступил сразу;04;1;1.0;3;19116;1996;21.1666666666667;6861
Барнаул;Барнаул;81995;2017;31.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;77;поступил сразу;06;1;1.0;3;19806;1999;18.0833333333333;6861
Барнаул;Барнаул;56788;2013;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;81;поступил сразу;07;0;0.0;4;14809;1990;23;6861
Барнаул;Барнаул;44908;2012;25.0;не указано;не указано;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;нет данных об обучении до ВУЗа;07;1;1.0;4;14709;1994;17.9166666666667;6861
Барнаул;Барнаул;82332;2017;24.0;Барнаул;ФГБОУ ВО;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;87;поступил сразу;01;1;1.0;4;19858;1977;40.5;6861
неизвестно;неизвестно;48599;2012;24.0;не указано;не указано;Муж;СН;нет данных;Россия;не указано;0;не указана;0.0;0.0;1;92;нет данных об обучении до ВУЗа;05;1;1.0;4;14665;1994;18.1666666666667;490
Барнаул;Барнаул;74921;2016;35.0;Бийск;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;75;поступил сразу;09;1;1.0;4;20636;1998;17.8333333333333;6861
Новоалтайск;Новоалтайск;72219;2015;24.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;90;поступил сразу;05;0;0.0;3;17200;1993;22.1666666666667;398
Барнаул;Барнаул;54085;2012;36.0;не указано;не указано;Жен;ОО;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;нет данных об обучении до ВУЗа;07;1;1.0;4;15036;1992;19.9166666666667;6861
Барнаул;Барнаул;53905;2010;25.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;не указавно;не указана;не указано;не указано;1;46;от 5 до 10 лет;10;1;1.0;4;14777;1987;22.75;6861
Барнаул;Барнаул;82223;2017;34.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;63;поступил сразу;10;1;1.0;-1;22062;1999;17.75;6861
Барнаул;Барнаул;52403;2013;41.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;100;от трех до пяти лет;08;0;0.0;3;13785;1992;20.9166666666667;6861
Бийск;Бийск;77469;2016;25.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;69;поступил сразу;05;1;1.0;4;19779;1994;22.0833333333333;540
Барнаул;Барнаул;84268;2017;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;один год;07;1;1.0;3;19173;1994;23;6861
Барнаул;Барнаул;71149;2015;30.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;60;поступил сразу;06;0;0.0;-1;21959;1997;18.0833333333333;6861
Риддер;Риддер;67235;2014;31.0;Казахстан;средняя школа;Жен;ОО;Английский язык;Казахстан;Казахстан;1;Казахстан;0.0;1.0;1;79;поступил сразу;06;0;0.0;3;19807;1996;18.0833333333333;44
Барнаул;Барнаул;48346;2012;26.0;не указано;не указано;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;нет данных об обучении до ВУЗа;01;1;1.0;4;14840;1992;20.5;6861
Барнаул;Барнаул;49878;2013;25.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;64;поступил сразу;03;0;0.0;4;18076;1995;18.3333333333333;6861
Камень;Камень;74323;2016;40.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;75;поступил сразу;04;1;1.0;3;19643;1998;18.25;181
малое поселение;Текели;86409;2018;30.0;Барнаул;ФГБОУ ВО;Жен;БН;Английский язык;Казахстан;Казахстан;1;Казахстан;0.0;0.0;1;85;поступил сразу;08;1;1.0;4;21125;1995;22.9166666666667;3
Горно;Горно;49195;2012;26.0;Алтайский Край;Колледж;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;44;поступил сразу;10;1;1.0;4;14822;1990;21.75;113
Барнаул;Барнаул;83386;2017;26.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;52;поступил сразу;10;1;1.0;3;20911;1999;17.6666666666667;6861
Павлодар;Павлодар;78077;2016;24.0;Новосибирск;ФГБОУ ВО;Муж;СН;Английский язык;Казахстан;Павлодарская обл;0;Казахстан;0.0;1.0;0;60;поступил сразу;05;1;1.0;-1;19956;1987;29.1666666666667;46
Санниково;Санниково;83166;2017;25.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;39;поступил сразу;06;1;1.0;-1;21858;1999;18.0833333333333;17
малое поселение;Лесной;70063;2015;40.0;Казахстан;средняя школа;Жен;БН;Английский язык;Россия;не указано;1;Россия;1.0;0.0;1;79;поступил сразу;08;0;0.0;4;20611;1997;17.9166666666667;3
малое поселение;Йонко;88208;2018;51.0;Барнаул;ФГБОУ ВО;Жен;ДН;Английский язык;Китай;не указано;1;Китай;0.0;1.0;1;36;поступил сразу;12;1;1.0;4;21658;1995;22.5833333333333;1
Новоалтайск;Новоалтайск;66850;2014;26.0;Новоалтайск;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;56;поступил сразу;05;0;0.0;3;20655;1996;18.0833333333333;398
Барнаул;Барнаул;88386;2018;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;66;поступил сразу;09;1;1.0;3;21158;1996;21.8333333333333;6861
Барнаул;Барнаул;92680;2019;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;65;поступил сразу;05;0;0.0;3;21761;1998;21.1666666666667;6861
Славгород;Славгород;88384;2018;26.0;Барнаул;ФГБОУ ВО;Муж;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;92;от трех до пяти лет;12;1;1.0;4;21755;1992;25.5833333333333;129
Барнаул;Барнаул;66543;2014;25.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;70;поступил сразу;01;0;0.0;3;15510;1993;21.5;6861
